mrscid,mrsname,cumatrixid,cumatrixtitle,cumatrixgrpids,cumatrixtags,posterid,timestamp,logdate
empty,空的,0000015C3B1ED81B0000000A6375706F795F72656C656173654355,啾啾鞋-啾讀,"['Reading_tw', 'ReadNovel_tw']","['書籍', '說書', '閱讀']",97210140,1562382912905,2019-07-06
empty,空的,0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,1562843559904,2019-07-11
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1562814759008,2019-07-11
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1562843125850,2019-07-11
empty,空的,00000162AE60B18B000000036375706F795F72656C656173654355,投資理財入門｜拯救月光族,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['投資', '月光族', '理財', '理財入門']",B0310653,1562843137508,2019-07-11
empty,空的,00000165F64C90C2000000016375706F795F70726572656C656173654355,莫煩_Scikit-learn python數據科學入門,"['tech_tw', 'robot_tw']","['sklearn', '機器學習']",B0310653,1562835042860,2019-07-11
empty,空的,0000016883BC542C000000026375706F795F72656C656173654355,林軒田_機器學習入門必學 Machine Learning Foundations,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,1562835131615,2019-07-11
empty,空的,000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1562835080901,2019-07-11
empty,空的,000001607D933CC6000000026375706F795F70726572656C656173654355,行銷人-精選好書,"['WhiteCollar_tw', 'business_tw', 'marketing_tw']","['行銷書籍', '行銷知識']",1EE10332,1562899194871,2019-07-12
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1562899226054,2019-07-12
empty,空的,0000015C3B1ED81B0000000A6375706F795F72656C656173654355,啾啾鞋-啾讀,"['Reading_tw', 'ReadNovel_tw']","['書籍', '說書', '閱讀']",97210140,1563143621926,2019-07-15
empty,空的,00000162BE7534B3000000086375706F795F72656C656173654355,區塊鏈的前世今生與未來,"['tech_tw', 'BlockChain_tw']","['blockchain', '區塊鏈', '杜宏毅']",B0310653,1563152314531,2019-07-15
empty,空的,000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1563152292378,2019-07-15
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1563289586042,2019-07-16
empty,空的,00000162AE60B18B000000036375706F795F72656C656173654355,投資理財入門｜拯救月光族,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['投資', '月光族', '理財', '理財入門']",B0310653,1563289576045,2019-07-16
empty,空的,0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,1563345478665,2019-07-17
empty,空的,00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,1563351114326,2019-07-17
empty,空的,0000015C3A83A82A000000086375706F795F72656C656173654355,袁騰飛-五千年系列,"['Reading_tw', 'ReadNovel_tw']","['中華文明', '歷史', '袁騰飛']",9B310147,1563450812057,2019-07-18
empty,空的,00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,1563523743230,2019-07-19
empty,空的,00000159FD38143B000000036375706F795F70726572656C656173654355,人工智能，機器學習，深度學習,"['tech_tw', 'robot_tw']","['人工智能', '機器學習', '深度學習']",97210140,1563788221802,2019-07-22
empty,空的,00000169191E6049000000046375706F795F72656C656173654355,KUAIZERO,['tech_tw'],['empty'],6CA10149,1563803015509,2019-07-22
empty,空的,00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,1563866957267,2019-07-23
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ","['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1563866972860,2019-07-23
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ","['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1563866976468,2019-07-23
empty,空的,00000165F64C90C2000000016375706F795F70726572656C656173654355,莫煩_Scikit-learn python數據科學入門,"['tech_tw', 'robot_tw']","['sklearn', '機器學習']",B0310653,1563955287635,2019-07-24
empty,空的,00000159AA769DBF000000036375706F795F70726572656C656173654355,愛情不該如此！,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']","['兩性', '愛情', '生活']",33510142,1564014263096,2019-07-25
empty,空的,0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,1564014812823,2019-07-25
empty,空的,0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,1564014161582,2019-07-25
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1564014755911,2019-07-25
empty,空的,00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,1564035269951,2019-07-25
empty,空的,00000168FF4AF517000000036375706F795F72656C656173654355,林軒田_機器學習技法 Machine Learning Techniques,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,1564016483988,2019-07-25
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ","['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1564014846272,2019-07-25
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1564134175013,2019-07-26
empty,空的,000001694CF469DD000000086375706F795F72656C656173654355,李宏毅_深度學習進階,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1564134221541,2019-07-26
empty,空的,000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1564134186901,2019-07-26
empty,空的,00000159FD38143B000000036375706F795F70726572656C656173654355,人工智能，機器學習，深度學習,"['tech_tw', 'robot_tw']","['人工智能', '機器學習', '深度學習']",97210140,1564415532512,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564415546279,2019-07-29
empty,空的,0000015C7C624FEE000000056375706F795F72656C656173654355,翔麟的遊戲實況頻道,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['遊戲', '遊戲實況', '遊戲時段']",D1010139,1564330475228,2019-07-29
empty,空的,0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,1564330594141,2019-07-29
empty,空的,0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1564330680303,2019-07-29
empty,空的,000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1564486422036,2019-07-30
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ","['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1564431810391,2019-07-30
empty,空的,0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,1564618744783,2019-08-01
