mrscid,mrsname,newsid,newstitle,bucketgrpids,bucketgrptitles,bucketids,influencerids,timestamp,logdate
01313339,Jimmy Chang,68747470733A2F2F7777772E626E6578742E636F6D2E74772F61727469636C652F35333833302F686F6E6573746265652D73746F702D74616977616E2D6D61726B65742D6F7065726174696F6E,暫停臺灣營運、新加坡總部薪水遲發.....員工第一手告白誠實蜜蜂的困境｜數位時代,"['WhiteCollar_tw', 'business_tw']","['職場白領', '商業']","['career_tw', 'management_tw']","['00000153174BB0C70000000C6261636B656E645F6C6F63616C494E464C55', '000001557C043C150000000E61646D696E5F70726572656C65617365494E464C55', '00000155B9E1BB0B0000001261646D696E5F70726572656C65617365494E464C55', '000001579DAF67DF0000001D6375706F795F72656C65617365494E464C55']",1561948339006,2019-07-01
empty,空的,68747470733A2F2F7777772E696E736964652E636F6D2E74772F61727469636C652F31363735392D74696D652D6E65772D7472616E7369742D757064617465732D676F6F676C652D6D617073,用 AI 更精準預測！Google 地圖兩大新功能：車廂擁擠提醒、即時公車延誤時間 - INSIDE,['tech_tw'],['科技'],"['GoogleZone_tw', 'robot_tw']",['000001522EC63532000000016261636B656E645F6C6F63616C494E464C55'],1561980461434,2019-07-01
B0310653,Floyd,68747470733A2F2F7777772E6974686F6D652E636F6D2E74772F6E6577732F313331353139,專家呼籲不應將AI用於全面監控與社會信用系統 | iThome,['tech_tw'],['科技'],['robot_tw'],['000001579E138131000000476375706F795F72656C65617365494E464C55'],1561954824741,2019-07-01
empty,空的,68747470733A2F2F7777772E6974686F6D652E636F6D2E74772F6E6577732F313331353432,OpenID基金會：蘋果Sign with Apple未完全標準化，可能提升用戶安全風險 | iThome,"['3CExpert_tw', 'tech_tw']","['3C達人', '科技']",['apple_tw'],['000001579E138131000000476375706F795F72656C65617365494E464C55'],1561957129047,2019-07-01
empty,空的,68747470733A2F2F7777772E6974686F6D652E636F6D2E74772F6E6577732F313331353432,OpenID基金會：蘋果Sign with Apple未完全標準化，可能提升用戶安全風險 | iThome,"['3CExpert_tw', 'tech_tw']","['3C達人', '科技']",['apple_tw'],['000001579E138131000000476375706F795F72656C65617365494E464C55'],1561957129722,2019-07-01
01313339,Jimmy Chang,68747470733A2F2F7777772E6B6F6370632E636F6D2E74772F61726368697665732F323635363431,LINE 桌面版最新兩大隱藏功能：自動計算機、拖曳圖片或影片直接傳送給其他人（使用教學）,"['3CExpert_tw', 'tech_tw']","['3C達人', '科技']",[],['000001579D9FAE27000000126375706F795F72656C65617365494E464C55'],1561949704745,2019-07-01
01313339,Jimmy Chang,68747470733A2F2F7777772E6D616E61676572746F6461792E636F6D2E74772F61727469636C65732F766965772F3536313630,美國第一位億萬富豪！石油大王洛克斐勒：一個習慣，讓我事業、人生都成功 | 經理人,"['WhiteCollar_tw', 'business_tw']","['職場白領', '商業']",['career_tw'],['000001579E1B472D000000536375706F795F72656C65617365494E464C55'],1561950914658,2019-07-01
01313339,Jimmy Chang,68747470733A2F2F7777772E73746F726D2E6D672F61727469636C652F31343338333832,風評：郭臺銘養得起全臺灣六歲以下幼兒嗎？-風傳媒,"['InternationalFinance_tw', 'business_tw']","['國際財經', '商業']",[],['000001579E264F000000005D6375706F795F72656C65617365494E464C55'],1561948421004,2019-07-01
01313339,Jimmy Chang,68747470733A2F2F7777772E73746F726D2E6D672F61727469636C652F31343338383232,李忠謙專欄：解放軍未發展兩棲武力、也無力登陸攻擊臺灣？CNN分析中國武力犯臺，沒能說清楚的那些事-風傳媒,"['InternationalFinance_tw', 'business_tw']","['國際財經', '商業']",['CrossStrait_tw'],['0000015EC744F104000000036375706F795F72656C65617365494E464C55'],1561949978023,2019-07-01
D5E11132,林信懋,68747470733A2F2F7777772E73746F726D2E6D672F6C6966657374796C652F31343332313738,當全職家庭主婦，老公就可以完全不做家事？呂秋遠這樣建議陷入天人交戰的人妻-風傳媒,['empty'],['空的'],['empty'],['000001579DB7CFCC000000256375706F795F72656C65617365494E464C55'],1561951903773,2019-07-01
empty,空的,68747470733A2F2F7777772E7465636862616E672E636F6D2F706F7374732F37303338342D6D6F62696C652D70656E2D616E74692D74686566742D7472696C6F67792D746F2D70726576656E742D6970686F6E652D6C6F73732D73656C662D696E737572616E63652D73657474696E67732D6F70656E2D66696E642D6D792D6970686F6E652D6C6F636174696F6E2D7365617263682D72656D6F74652D70757267652D6970686F6E652D707269766163792D646174612D617574686F722D7368616F79756E3F75746D5F736F757263653D666565646275726E65722675746D5F6D656469756D3D666565642675746D5F63616D706169676E3D466565642533412B7465636862616E672B253238542545352541452541322545392538322541362B254536253943253830254536253936254230254536253936253837254537254142254130253239,iPhone防丟防竊3步驟、4技巧：除了尋找我的iPhone外，你還可以利用這些技巧保護你的手機資料 | T客邦,"['3CExpert_tw', 'tech_tw']","['3C達人', '科技']","['apple_tw', 'mobile_tw']",['000001579E2D053F000000696375706F795F72656C65617365494E464C55'],1561971093030,2019-07-01
D5E11132,林信懋,68747470733A2F2F7777772E7468656E6577736C656E732E636F6D2F61727469636C652F3131393736333F75746D5F736F757263653D666565646275726E65722675746D5F6D656469756D3D666565642675746D5F63616D706169676E3D466565642533412B5468654E6577734C656E732B2532385468652B4E6577732B4C656E732B254539253937253943254539253844254235254538254139253935254538254142253936254537254236254232253239,袁紹創業失敗的血淚教訓，帶給我們兩項啟示 - The News Lens 關鍵評論網,"['GamePlayer_tw', 'Game_tw', 'WhiteCollar_tw', 'business_tw', 'tech_tw']","['御宅學園', '遊戲', '職場白領', '商業', '科技']","['GameInformation_tw', 'startups_tw']",['000001579DB3697C000000216375706F795F72656C65617365494E464C55'],1561963645481,2019-07-01
D5E11132,林信懋,68747470733A2F2F7777772E7468656E6577736C656E732E636F6D2F61727469636C652F313230393033,我問了德國丈夫：我去見前夫你會不開心嗎？ - The News Lens 關鍵評論網,"['Babyhome_tw', 'Hedonism_tw', 'life_tw']","['親子家庭', '享樂女性', '生活']",['gender_tw'],['000001579DB3697C000000216375706F795F72656C65617365494E464C55'],1561952789307,2019-07-01
empty,空的,68747470733A2F2F62757A7A6F72616E67652E636F6D2F323031392F30372F30312F7265666C6563742D77616E672D7175616E2D7A68616E672D6F6E2D616761696E73742D6578747261646974696F6E2F,【連兒子說我愛你都無感】維權律師王全璋遭中國關押，消失四年後變「木頭人」 | BuzzOrange,['empty'],['空的'],['empty'],['000001579E0FA656000000456375706F795F72656C65617365494E464C55'],1562016649851,2019-07-02
empty,空的,68747470733A2F2F667265652E636F6D2E74772F73686F72742D75726C2D62726569732F3F75746D5F636F6E74656E743D62756666657263313861362675746D5F6D656469756D3D736F6369616C2675746D5F736F757263653D66616365626F6F6B2E636F6D2675746D5F63616D706169676E3D627566666572,Short URL 快速產生縮網址和 QR Code，自動複製到剪貼簿（Chrome）,"['3CExpert_tw', 'tech_tw']","['3C達人', '科技']",['GoogleZone_tw'],['000001579E1714A00000004C6375706F795F72656C65617365494E464C55'],1562026600641,2019-07-02
empty,空的,68747470733A2F2F70616E7363692E617369612F61726368697665732F313631393230,一切都從海圖開始！大型手繪地圖的演變與商機——《獻給國王的世界》下 - PanSci 泛科學,['empty'],['空的'],['empty'],['00000154CD37EC30000000056261636B656E645F6C6F63616C494E464C55'],1562057879195,2019-07-02
empty,空的,68747470733A2F2F7777772E7468656E6577736C656E732E636F6D2F61727469636C652F313231303633,《親愛的艾倫》：給異性戀的問答集——如何禮貌地稱呼同性戀者的另一半？ - The News Lens 關鍵評論網,['empty'],['空的'],['empty'],['000001579DB3697C000000216375706F795F72656C65617365494E464C55'],1562057722973,2019-07-02
empty,空的,68747470733A2F2F7777772E7468656E6577736C656E732E636F6D2F61727469636C652F313231313733,《聰明國度》：學校想把日本女孩教育成什麼樣？她們笑著回答：「機器人」 - The News Lens 關鍵評論網,['empty'],['空的'],['empty'],['000001579DB3697C000000216375706F795F72656C65617365494E464C55'],1562057752756,2019-07-02
01313339,Jimmy Chang,68747470733A2F2F626C6F672E6D6F6E6579646A2E636F6D2F6E6577732F323031392F30372F30322F2565392538372539312565382539652538642565362561352561642565392539642539652565342562382562622565372561652561312565352562392562332565352539642538372565382539362561612565382562332538372565362539622539642565352538352538392565662562632538632565392538372539312565372561652561312565362539632538332565392539372539632565362562332561382D392D2565352561652562362565382539362561612565392538352562382F616D702F,金融業非主管平均薪資曝光，金管會關注 9 家薪酸企業 | MoneyDJ新聞摘錄,"['WhiteCollar_tw', 'business_tw']","['職場白領', '商業']","['career_tw', 'management_tw']",['00000162CCACB1D7000000026375706F795F72656C65617365494E464C55'],1562129115842,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F62757A7A6F72616E67652E636F6D2F323031392F30372F30322F696E746572766965772D776974682D6A6F736875612D776F6E672D696E2D686B2F,【報橘人物】專訪香港社運領袖黃之鋒：如果樑振英是港獨之父，林鄭月娥就是「臺獨之母」 | BuzzOrange,['empty'],['空的'],['empty'],['000001579E0FA656000000456375706F795F72656C65617365494E464C55'],1562124293699,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F636173652E6E74752E6564752E74772F626C6F672F3F703D3334323037,單位革新：重新定義公斤,"['InternationalFinance_tw', 'business_tw', 'tech_tw']","['國際財經', '商業', '科技']",['international_tw'],['000001627549E3FF000000066375706F795F72656C65617365494E464C55'],1562129110572,2019-07-03
C3411361,張天陽,68747470733A2F2F6368696E6573652E656E6761646765742E636F6D2F323031392F30372F30322F6D6963726F736F66742D7465617365722D77696E646F77732D312D302F,時光倒流？微軟想要發佈「全新」 Windows 1.0 系統,['empty'],['空的'],['empty'],['000001579D7E5CCB000000036375706F795F72656C65617365494E464C55'],1562146361149,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F636E2E6E7974696D65732E636F6D2F6D6F726E696E672D62726965662F32303139303730332F686F6E672D6B6F6E672D70726F746573746F72732D78696E6A69616E672D6170702F7A682D68616E742F3F75746D5F736F757263653D525353,簡報：中國政府譴責香港抗議者；揭祕新疆警務監控程序 - 紐約時報中文網,"['InternationalFinance_tw', 'business_tw']","['國際財經', '商業']",['international_tw'],['0000015499D75EB50000000A6261636B656E645F6C6F63616C494E464C55'],1562129031273,2019-07-03
empty,空的,68747470733A2F2F63726F7373696E672E63772E636F6D2E74772F626C6F67546F7069632E616374696F6E3F69643D31323236266E69643D31313437322675746D5F736F757263653D66625F63726F7373696E672675746D5F6D656469756D3D736F6369616C2675746D5F63616D706169676E3D66625F63726F7373696E672D736F6369616C2D6461696C795F7265706F7374,公務體系打滾 20 年，為何我不建議你當公務員？ ｜ 鄭匡宇／讀者投書 ｜ 換日線 Crossing,['empty'],['空的'],['empty'],['0000015499CE1BE5000000036261636B656E645F6C6F63616C494E464C55'],1562157781454,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F63726F7373696E672E63772E636F6D2E74772F626C6F67546F7069632E616374696F6E3F69643D353335266E69643D31313934302675746D5F736F757263653D66625F63726F7373696E672675746D5F6D656469756D3D736F6369616C2675746D5F63616D706169676E3D66625F63726F7373696E672D736F6369616C2D66616365626F6F6B5F6461696C79,我在克羅埃西亞翻垃圾桶：完整的牛奶、優格、餅乾──幾乎沒有一樣是過期的 ｜ 楊宗翰／空屋筆記 ｜ 換日線 Crossing,['empty'],['空的'],['empty'],['0000015499CE1BE5000000036261636B656E645F6C6F63616C494E464C55'],1562124284423,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F63776170702E6170702E6C696E6B2F456C5345424B43345958,東京攝影作家：我能做的，就是告訴全世界臺灣的美！｜時尚生活｜旅行｜2019-05-31｜時報出版｜天下雜誌,"['GamePlayer_tw', 'Hipster_tw', 'life_tw']","['御宅學園', '文青聚落', '生活']",['photography_tw'],['0000015499CE1BE5000000036261636B656E645F6C6F63616C494E464C55'],1562124305101,2019-07-03
empty,空的,68747470733A2F2F657A33632E74772F37343534,【限時免費】 Mister Battery 充電測試，你買的快充真的是快充嗎？ :: 哇哇3C日誌,"['3CExpert_tw', 'tech_tw']","['3C達人', '科技']",['3c_tw'],['0000015AD6099BB8000000036375706F795F72656C65617365494E464C55'],1562144145427,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F667265652E636F6D2E74772F6D696B75746F6F6C732F3F75746D5F636F6E74656E743D62756666657232343161392675746D5F6D656469756D3D736F6369616C2675746D5F736F757263653D66616365626F6F6B2E636F6D2675746D5F63616D706169676E3D627566666572,MikuTools 免費工具集合，影片下載、匯率查詢和產生器等一應俱全,"['3CExpert_tw', 'tech_tw']","['3C達人', '科技']",[],['000001579E1714A00000004C6375706F795F72656C65617365494E464C55'],1562124313793,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F6865616C7468796C697665732E74772F61727469636C652F32355474646D5A4E3175502E68746D6C3F7569643D32323038,趕快看！出現這六種「大便形狀」，表示「腸道」正在土崩瓦解！吃,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw']","['親子家庭', '健身瘦身', '享樂女性', '生活']",['health_tw'],['0000015C82521EFA000000046375706F795F72656C65617365494E464C55'],1562128880245,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F6865616C7468796C697665732E74772F61727469636C652F36587167726B6B467153432E68746D6C3F7569643D32323038,年紀增長，胸部越來越垂，而且本來就平胸！沒想到「這一招」出現,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw']","['親子家庭', '健身瘦身', '享樂女性', '生活']",['health_tw'],['0000015C82521EFA000000046375706F795F72656C65617365494E464C55'],1562124398092,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F6865616C7468796C697665732E74772F61727469636C652F4762594A345554757970792E68746D6C3F7569643D32323038,小腹凸都是「宿便」惹的禍！「八種暢通腸道飲食法」：一次清空腸,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw']","['親子家庭', '健身瘦身', '享樂女性', '生活']",['health_tw'],['0000015C82521EFA000000046375706F795F72656C65617365494E464C55'],1562129153585,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F6865616C7468796C697665732E74772F61727469636C652F4B7938384C564D755363522E68746D6C,臺灣大腸癌居冠不是沒原因的！泡菜、味增等這些食物千萬別多吃！,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw']","['親子家庭', '健身瘦身', '享樂女性', '生活']",['health_tw'],['0000015C82521EFA000000046375706F795F72656C65617365494E464C55'],1562129197048,2019-07-03
C3411361,張天陽,68747470733A2F2F6865616C7468796C697665732E74772F61727469636C652F4B7938384C564D755363522E68746D6C,臺灣大腸癌居冠不是沒原因的！泡菜、味增等這些食物千萬別多吃！,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw']","['親子家庭', '健身瘦身', '享樂女性', '生活']",['health_tw'],['0000015C82521EFA000000046375706F795F72656C65617365494E464C55'],1562145486137,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F6865616C7468796C697665732E74772F61727469636C652F586755455332565759355A2E68746D6C3F7569643D32323038,眼睛時常乾澀甚至視線模糊？「乾眼症」一但發作無法根治，出現這,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw']","['親子家庭', '健身瘦身', '享樂女性', '生活']",['health_tw'],['0000015C82521EFA000000046375706F795F72656C65617365494E464C55'],1562129166074,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F6865616C7468796C697665732E74772F61727469636C652F68716356784D73637836482E68746D6C3F7569643D32323038,「金針菇」這樣吃，輕則中毒、重則腎衰竭！「3種錯誤吃法」一定,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw']","['親子家庭', '健身瘦身', '享樂女性', '生活']",['health_tw'],['0000015C82521EFA000000046375706F795F72656C65617365494E464C55'],1562129103200,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F6865616C7468796C697665732E74772F61727469636C652F6F6F354D4E6949587163742E68746D6C3F7569643D32323038,「腎結石」從口入！「6大食物」越吃石頭越多，不處理恐嚴重感染,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw']","['親子家庭', '健身瘦身', '享樂女性', '生活']",['health_tw'],['0000015C82521EFA000000046375706F795F72656C65617365494E464C55'],1562129145470,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F6865616C7468796C697665732E74772F61727469636C652F7A48477278567832416D792E68746D6C3F7569643D32323038,中西醫齊打臉！自行「放血救中風」等同放掉「活命機會」！「四口,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw']","['親子家庭', '健身瘦身', '享樂女性', '生活']",['health_tw'],['0000015C82521EFA000000046375706F795F72656C65617365494E464C55'],1562129135908,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F746563686E6577732E74772F323031392F30372F30322F74686572616E6F732D666F756E6465722D666163652D747269616C2D6E6578742D796561722F3F75746D5F736F757263653D66625F746E2675746D5F6D656469756D3D66616365626F6F6B,「一滴血」的代價：Theranos 創辦人明年接受審判，刑期最高達 20 年 | TechNews 科技新報,"['3CExpert_tw', 'tech_tw']","['3C達人', '科技']",[],['000001579E025C270000003D6375706F795F72656C65617365494E464C55'],1562123628603,2019-07-03
empty,空的,68747470733A2F2F746563686E6577732E74772F323031392F30372F30322F74686572616E6F732D666F756E6465722D666163652D747269616C2D6E6578742D796561722F3F75746D5F736F757263653D66625F746E2675746D5F6D656469756D3D66616365626F6F6B,「一滴血」的代價：Theranos 創辦人明年接受審判，刑期最高達 20 年 | TechNews 科技新報,"['3CExpert_tw', 'tech_tw']","['3C達人', '科技']",[],['000001579E025C270000003D6375706F795F72656C65617365494E464C55'],1562117818174,2019-07-03
empty,空的,68747470733A2F2F7777772E626C6F636B74656D706F2E636F6D2F62696E616E63652D69732D6C61756368696E672D6974732D626974636F696E2D6675747572652F,幣安（Binance）交易所宣佈將推出「期貨交易」功能：槓桿率最高 20 倍 | BlockTempo 動區動趨,['tech_tw'],['科技'],['BlockChain_tw'],['00000160DA02BCAB000000016375706F795F72656C65617365494E464C55'],1562127753866,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F7777772E636D6D656469612E636F6D2E74772F686F6D652F61727469636C65732F3136333135,美國不徵收新關稅 外商會停下撤離中國的腳步？ | 信傳媒,['business_tw'],['商業'],[],['0000015DDE74FF85000000026375706F795F72656C65617365494E464C55'],1562129025001,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F7777772E636D6D656469612E636F6D2E74772F686F6D652F61727469636C65732F3136333230,美國情報授權法首次承認中國干涉臺灣選舉 將助臺灣防止外力幹預 | 信傳媒,"['InternationalFinance_tw', 'business_tw']","['國際財經', '商業']",['international_tw'],['0000015DDE74FF85000000026375706F795F72656C65617365494E464C55'],1562124357052,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F7777772E63772E636F6D2E74772F61727469636C652F61727469636C652E616374696F6E3F69643D353039333330362675746D5F63616D706169676E3D66625F63772D736F6369616C2D6461696C792675746D5F6D656469756D3D736F6369616C2675746D5F736F757263653D66625F6377,一生沒打過兒女的爸爸，那天困獸般地踢了我的膝蓋｜健康關係｜健康醫療｜2018-12-17｜時報出版｜天下雜誌,['empty'],['空的'],['empty'],['00000162CCA9293D000000016375706F795F72656C65617365494E464C55'],1562133081890,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F7777772E63772E636F6D2E74772F61727469636C652F61727469636C652E616374696F6E3F69643D353039343938352674656D706C6174653D7472616E73666F726D6572732675746D5F63616D706169676E3D66625F63772D736F6369616C2D6461696C792675746D5F6D656469756D3D736F6369616C2675746D5F736F757263653D66625F6377,電動車不夠酷！德國「氫燃料網」有多厲害，還吸引中國投資？｜企業突圍｜數位轉型｜2019-04-30｜即時｜天下雜誌,"['WhiteCollar_tw', 'business_tw']","['職場白領', '商業']",['FinancialManagement_tw'],['00000162CCA9293D000000016375706F795F72656C65617365494E464C55'],1562124375698,2019-07-03
01313339,Jimmy Chang,68747470733A2F2F7777772E65766572796461796865616C74682E636F6D2E74772F61727469636C652F3232303230,咳嗽拖超久？原來是黴菌致肺炎！吹冷氣多1步最重要 |早安健康,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw']","['親子家庭', '健身瘦身', '享樂女性', '生活']",['health_tw'],['0000015AF52C06BB000000046375706F795F72656C65617365494E464C55'],1562124432019,2019-07-03
C3411361,張天陽,68747470733A2F2F7777772E696E736964652E636F6D2E74772F61727469636C652F31363738382D66616365626F6F6B2D6C696272612D63616C696272612D63727970746F2D6D6178696E652D7761746572732D636F6E67726573732D726567756C6174696F6E2D696E7665737469676174696F6E2D68616C74,美國國會正式發函 Facebook，要求暫停臉書幣 Libra 開發 - INSIDE,['empty'],['空的'],['empty'],"['000001522EC63532000000016261636B656E645F6C6F63616C494E464C55', '000001545C117F5E000000036261636B656E645F6C6F63616C494E464C55', '000001579DB3697C000000216375706F795F72656C65617365494E464C55']",1562137359501,2019-07-03
