mrscid,mrsname,newsid,newstitle,bucketgrpids,bucketgrptitles,bucketids,influencerids,timestamp,logdate
empty,空的,68747470733A2F2F62757A7A6F72616E67652E636F6D2F746563686F72616E67652F323031392F30362F32302F67656E65726174652D7265636970652D66726F6D2D696D6167652F,臉書研發超強「逆烹飪」技術：只要丟一張食物照片，AI 就可以推算回原本的食譜 | TechOrange,['tech_tw'],['科技'],"['GoogleZone_tw', 'robot_tw']","['000001579961E1D4000000016375706F795F72656C65617365494E464C55', '00000157D1FC85B0000000026375706F795F72656C65617365494E464C55']",1561291700246,2019-06-23
empty,空的,68747470733A2F2F6368696E6573652E656E6761646765742E636F6D2F323031392F30362F32322F77616C6D6172742D636F6D70757465722D766973696F6E2D636865636B6F75742D74686566742F,Walmart 利用 AI 相機來對應貨物被偷的問題,['tech_tw'],['科技'],['robot_tw'],['000001579D7E5CCB000000036375706F795F72656C65617365494E464C55'],1561291335751,2019-06-23
empty,空的,68747470733A2F2F65646D2E626E6578742E636F6D2E74772F67612F3F75746D5F736F757263653D66616365626F6F6B5F6D742675746D5F6D656469756D3D706F73742675746D5F63616D706169676E3D3230313930376761,"超過2,800位行銷人參與培訓！Google Analytics網站分析基礎課程｜數位時代","['WhiteCollar_tw', 'tech_tw']","['職場白領', '科技']",['GoogleZone_tw'],['000001579E1B472D000000536375706F795F72656C65617365494E464C55'],1561291320401,2019-06-23
empty,空的,68747470733A2F2F756E776972652E70726F2F323031392F30362F31392F68756D616E732D63616E2D6669782D61692F61692F,Google 首席決定科學家指人類可以修補人工智能缺陷 - UNWIRE.PRO,['tech_tw'],['科技'],['robot_tw'],['0000016140DF984F000000026375706F795F72656C65617365494E464C55'],1561293269954,2019-06-23
empty,空的,68747470733A2F2F7777772E73746F726D2E6D672F6C6966657374796C652F31343039303332,未成年女兒與男友發生了性關係，該怎麼辦？專家道出個案處理經驗，直接打罵只會有反效果-風傳媒,"['WhiteCollar_tw', 'business_tw']","['職場白領', '商業']",['career_tw'],['000001579DB7CFCC000000256375706F795F72656C65617365494E464C55'],1561265472375,2019-06-23
empty,空的,68747470733A2F2F7777772E7468656E6577736C656E732E636F6D2F61727469636C652F313230343039,《人工智慧在臺灣》：資料等於價值？人工智慧常見的五個迷思 - The News Lens 關鍵評論網,"['WhiteCollar_tw', 'business_tw', 'tech_tw']","['職場白領', '商業', '科技']","['management_tw', 'robot_tw']",['000001579DB3697C000000216375706F795F72656C65617365494E464C55'],1561292125337,2019-06-23
empty,空的,68747470733A2F2F7777772E766F6775652E636F6D2E74772F4D6F7669652F636F6E74656E742D34373933392E68746D6C,好萊塢不願公開的祕密：AI系統撰寫的電影劇本已被拍成電影，而且我們都看過？！|電影情報-VOGUE時尚網,"['GamePlayer_tw', 'Hipster_tw', 'WhiteCollar_tw', 'business_tw', 'life_tw', 'tech_tw']","['御宅學園', '文青聚落', '職場白領', '商業', '生活', '科技']","['career_tw', 'movie_tw', 'robot_tw']",['0000015804961B0F000000066375706F795F72656C65617365494E464C55'],1561292008261,2019-06-23
empty,空的,68747470733A2F2F746563686E6577732E74772F323031392F30362F32332F667269656E64736869702D61667465722D33302D79656172732D6F6C642F3F75746D5F736F757263653D66625F746E2675746D5F6D656469756D3D66616365626F6F6B,為什麼 30 歲以後，真的很難交到真心好友？ | TechNews 科技新報,"['3CExpert_tw', 'tech_tw']","['3C達人', '科技']",[],['000001579E025C270000003D6375706F795F72656C65617365494E464C55'],1561425434190,2019-06-25
empty,空的,68747470733A2F2F7777772E696E736964652E636F6D2E74772F61727469636C652F31363731302D6D6963726F736F66742D70726F6869626974732D656D706C6F796565732D7573696E672D736C61636B,禁止員工使用競品 Slack，微軟稱它「安全性不足」 - INSIDE,"['WhiteCollar_tw', 'business_tw', 'tech_tw']","['職場白領', '商業', '科技']","['career_tw', 'info_security_tw', 'management_tw']",['000001522EC63532000000016261636B656E645F6C6F63616C494E464C55'],1561449317204,2019-06-25
empty,空的,68747470733A2F2F7777772E6974686F6D652E636F6D2E74772F6E6577732F313331343535,比爾蓋茲：錯失行動作業系統機會是我犯的最大錯誤 | iThome,"['3CExpert_tw', 'WhiteCollar_tw', 'business_tw', 'tech_tw']","['3C達人', '職場白領', '商業', '科技']","['career_tw', 'mobile_tw']",['000001579E138131000000476375706F795F72656C65617365494E464C55'],1561434559923,2019-06-25
